lines,words,meanWordHeightLine1,stdWordHeightLine1,meanWordWidthLine1,stdWordWidthLine1,meanYLineTrendLine1,stdYLineTrendLine1,meanWordDistanceLine1,stdWordDistanceLine1,meanWordHeightLine2,stdWordHeightLine2,meanWordWidthLine2,stdWordWidthLine2,meanYLineTrendLine2,stdYLineTrendLine2,meanWordDistanceLine2,stdWordDistanceLine2,meanWordHeightLine3,stdWordHeightLine3,meanWordWidthLine3,stdWordWidthLine3,meanYLineTrendLine3,stdYLineTrendLine3,meanWordDistanceLine3,stdWordDistanceLine3,meanWordHeightLine4,stdWordHeightLine4,meanWordWidthLine4,stdWordWidthLine4,meanYLineTrendLine4,stdYLineTrendLine4,meanWordDistanceLine4,stdWordDistanceLine4,meanWordHeightLine5,stdWordHeightLine5,meanWordWidthLine5,stdWordWidthLine5,meanYLineTrendLine5,stdYLineTrendLine5,meanWordDistanceLine5,stdWordDistanceLine5,meanWordHeightLine6,stdWordHeightLine6,meanWordWidthLine6,stdWordWidthLine6,meanYLineTrendLine6,stdYLineTrendLine6,meanWordDistanceLine6,stdWordDistanceLine6,meanWordHeightLine7,stdWordHeightLine7,meanWordWidthLine7,stdWordWidthLine7,meanYLineTrendLine7,stdYLineTrendLine7,meanWordDistanceLine7,stdWordDistanceLine7,meanWordHeightLine8,stdWordHeightLine8,meanWordWidthLine8,stdWordWidthLine8,meanYLineTrendLine8,stdYLineTrendLine8,meanWordDistanceLine8,stdWordDistanceLine8,overlappedWordLine1,overlappedWordLine2,overlappedWordLine3,overlappedWordLine4,overlappedWordLine5,overlappedWordLine6,overlappedWordLine7,overlappedWordLine8,meanPosXLineStart,stdPosXLineStart,meanLineDistance,stdLineDistance
8,44,37.5,2.217355782608345,34.333333333333336,1.9720265943665387,156.5,2.9297326385411577,1.0,1.0954451150103321,41.2,1.4696938456699067,40.8,12.749901960407382,239.8,2.3151673805580453,2.75,5.261891294962297,40.0,2.160246899469287,43.666666666666664,3.1446603773522015,330.8333333333333,2.4094720491334933,12.2,3.3105890714493698,39.285714285714285,1.577908716741037,41.142857142857146,1.8844151368961315,421.0,1.7728105208558367,11.833333333333334,4.775516260631467,38.166666666666664,2.034425935955617,60.0,4.08248290463863,512.1666666666666,2.266911751455907,12.0,5.253570214625479,37.4,2.576819745345025,113.8,10.186265262597475,603.2,1.32664991614216,13.0,3.6742346141747673,44.0,1.8708286933869707,142.75,6.456585785072479,686.25,4.14578098794425,11.666666666666666,0.4714045207910317,40.0,11.523888232710346,52.4,16.304600577751053,784.2,6.04648658313239,14.0,4.123105625617661,1,1,0,0,0,0,0,0,338.21153846153845,167.9835542017388,138.57142857142858,9.393875555870627
8,38,35.166666666666664,4.6696419087073,41.833333333333336,10.122856426040144,158.33333333333334,3.2998316455372216,-0.6,3.2619012860600183,35.0,3.265986323710904,38.333333333333336,1.699673171197595,249.16666666666666,3.0230595245361758,3.0,3.63318042491699,35.666666666666664,2.0548046676563256,53.166666666666664,3.0230595245361758,338.5,1.8929694486000912,5.8,1.7204650534085255,32.833333333333336,3.7601713908928263,47.833333333333336,5.367080729368206,433.6666666666667,2.8087165910587863,8.8,2.6381811916545836,32.666666666666664,0.4714045207910317,73.33333333333333,2.494438257849294,526.3333333333334,1.247219128924647,17.0,4.0,32.333333333333336,1.699673171197595,126.33333333333333,8.178562764256865,616.6666666666666,3.858612300930075,37.0,5.0,35.333333333333336,1.247219128924647,183.0,8.602325267042627,706.0,2.160246899469287,15.5,5.5,37.4,7.812809993849844,65.2,18.48675201326615,795.0,10.488088481701515,10.5,8.558621384311845,1,1,0,0,0,0,0,0,316.8695652173913,163.49373192288394,132.42857142857142,3.5398604838182477
8,39,36.5,2.29128784747792,38.833333333333336,2.9107081994288304,154.66666666666666,1.699673171197595,15.4,5.276362383309167,41.666666666666664,3.248931448269655,49.5,1.9790570145063195,221.83333333333334,4.058598553961973,12.8,5.491812087098393,38.666666666666664,3.590109871423003,55.166666666666664,5.7566386797235145,321.6666666666667,5.312459150169742,28.6,6.916646586316233,39.5,5.880759588125784,48.0,1.9148542155126762,410.6666666666667,6.182412330330469,11.6,5.986651818838307,40.0,3.9370039370059056,87.25,5.261891294962297,505.75,5.448623679425842,20.666666666666668,2.6246692913372702,43.0,5.656854249492381,145.0,3.559026084010437,595.0,7.118052168020874,37.0,8.0,41.333333333333336,4.109609335312651,180.33333333333334,3.0912061651652345,693.0,5.354126134736337,21.0,8.0,37.0,9.273618495495704,68.2,22.32845717912458,791.8,9.620810776644555,2.75,5.0682837331783235,0,0,0,0,0,0,0,1,350.4468085106383,171.88180111240453,142.57142857142858,13.318699452350474
8,32,47.166666666666664,3.387066905483596,41.5,7.973915809270458,158.5,3.593976442141304,0.0,2.8284271247461903,53.166666666666664,2.793842435706702,46.333333333333336,11.160446028522138,238.83333333333334,4.13991411612474,-1.4,2.727636339397171,51.333333333333336,0.9428090415820634,102.0,75.68795588907568,332.3333333333333,1.699673171197595,2.0,0.0,50.75,1.479019945774904,71.0,35.805027579936315,422.25,2.5860201081971503,1.0,1.632993161855452,58.25,5.356071321407137,86.25,2.277608394786075,501.5,4.387482193696061,-2.3333333333333335,1.699673171197595,67.66666666666667,3.858612300930075,169.33333333333334,4.189935029992178,582.0,2.160246899469287,2.5,1.5,67.0,1.0,249.0,4.0,674.0,2.0,3.0,0.0,63.0,7.3484692283495345,120.25,48.776915646645804,766.25,2.947456530637899,-3.6666666666666665,4.4969125210773475,1,1,0,1,1,0,0,1,284.725,144.69035688324223,153.71428571428572,9.315337363943488
8,38,34.333333333333336,3.3499585403736303,36.333333333333336,5.2493385826745405,157.5,2.6299556396765835,25.4,14.38888459888396,33.333333333333336,4.307615994440028,43.166666666666664,6.202598021976132,249.0,2.0,12.0,6.6332495807108,36.5,3.304037933599835,49.833333333333336,3.5784850922639815,336.1666666666667,3.2360813064912666,18.0,10.601886624558858,47.166666666666664,6.8170537787391865,64.16666666666667,4.13991411612474,417.8333333333333,6.618576550554926,14.4,6.7111846942250075,31.333333333333332,0.4714045207910317,80.66666666666667,3.681787005729087,520.6666666666666,1.699673171197595,13.0,1.0,37.666666666666664,1.247219128924647,120.66666666666667,5.734883511361751,608.0,2.449489742783178,24.5,3.5,37.666666666666664,1.8856180831641267,183.33333333333334,4.988876515698588,697.3333333333334,0.9428090415820634,16.0,1.0,37.0,11.224972160321824,67.8,19.528440797974632,790.2,8.084553172563094,2.75,12.111461513789324,0,0,0,0,0,0,0,1,335.54347826086956,164.94250731190093,136.0,8.159131606453506
8,26,42.2,1.7204650534085253,89.4,47.246587178334906,155.0,1.6733200530681511,-11.5,0.8660254037844386,47.6,2.244994432064365,101.8,36.69005314795823,236.8,2.7129319932501073,-14.75,2.8613807855648994,52.0,4.0,238.0,14.0,326.0,3.0,-14.0,0.0,51.0,1.4142135623730951,157.0,61.60086579478138,418.3333333333333,1.247219128924647,-11.5,6.5,43.0,3.1622776601683795,111.8,3.249615361854384,515.0,2.6832815729997477,-19.5,2.692582403567252,52.666666666666664,5.312459150169743,216.33333333333334,64.13180871368661,594.6666666666666,6.944222218666553,-11.0,4.0,53.5,1.5,304.5,95.5,685.5,3.5,-21.0,0.0,60.0,0.0,391.0,0.0,782.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,300.2352941176471,135.3079404703407,147.28571428571428,8.630747123996123
8,17,44.5,3.840572873934304,60.0,11.554220008291344,154.25,1.6393596310755,-9.333333333333334,3.39934634239519,46.0,1.8708286933869707,64.75,28.560243346302215,241.0,2.345207879911715,-11.0,2.449489742783178,46.0,0.0,198.0,0.0,333.0,0.0,0.0,0.0,54.0,0.0,223.0,0.0,417.0,0.0,0.0,0.0,43.5,0.5,112.0,32.0,519.0,0.0,-9.0,0.0,53.0,0.0,397.0,0.0,602.0,0.0,0.0,0.0,46.5,0.5,196.5,4.5,696.5,4.5,-8.0,0.0,57.5,8.5,214.0,168.0,771.5,4.5,-19.0,0.0,1,1,0,0,1,0,1,1,228.28,104.71504953921381,142.0,4.869731585445518
8,34,42.833333333333336,2.9107081994288304,43.666666666666664,2.68741924943285,158.0,2.70801280154532,10.8,4.833218389437829,39.0,7.563068160475615,54.0,15.582040944625964,254.4,7.059745037889115,0.0,5.0990195135927845,49.6,3.97994974842648,59.4,6.468384651518491,330.8,4.4,7.25,8.1967981553775,48.2,5.878775382679627,100.8,34.62600179056196,419.0,5.966573556070519,6.25,6.869315832017043,57.0,2.943920288775949,97.0,7.874007874011811,503.0,4.546060565661952,21.5,5.5,59.333333333333336,6.599663291074444,146.0,10.23067283548187,592.0,7.874007874011811,13.0,1.0,69.0,0.0,272.0,50.0,673.0,0.0,11.0,0.0,49.2,19.671298889498885,80.6,27.58695343817436,775.6,16.71645895517349,7.5,11.191514642799696,0,1,1,1,0,0,0,1,320.35714285714283,165.04051759789047,153.28571428571428,9.113793090135188
8,29,45.4,4.923413450036469,43.4,19.885673234768795,163.2,6.273754856543249,-1.25,6.53356717268599,41.0,0.0,202.0,0.0,256.0,0.0,0.0,0.0,39.8,1.4696938456699067,49.4,14.430523206037957,343.8,0.7483314773547883,1.75,1.7853571071357126,46.0,1.0,106.5,8.5,432.0,2.0,6.0,0.0,39.75,1.479019945774904,72.25,8.954747344286158,522.0,1.7320508075688772,1.3333333333333333,0.4714045207910317,59.75,5.80409338312195,135.25,10.108783309577865,615.25,3.6314597615834874,7.0,2.8284271247461903,41.333333333333336,2.6246692913372702,184.0,5.887840577551898,703.3333333333334,3.0912061651652345,7.0,0.0,33.2,9.94786409235671,72.4,21.406541056415442,803.4,7.445804187594514,7.75,3.766629793329841,1,0,0,0,0,0,0,0,324.3783783783784,192.92168294082887,139.71428571428572,9.31533736394349
8,30,37.4,2.0591260281974,53.2,19.0829767070025,156.6,2.0591260281974,2.25,2.680951323690902,36.0,1.0,109.5,69.5,253.5,0.5,-3.0,0.0,40.0,2.516611478423583,55.333333333333336,3.5433819375782165,339.1666666666667,2.793842435706702,4.2,2.3151673805580453,35.25,0.82915619758885,79.75,25.537961939042827,435.25,0.4330127018922193,-1.0,2.160246899469287,36.0,1.0,101.0,33.0,526.5,0.5,-3.0,0.0,40.0,2.943920288775949,143.33333333333334,4.109609335312651,606.3333333333334,2.8674417556808756,7.5,10.5,41.666666666666664,2.0548046676563256,190.66666666666666,9.463379711052259,698.0,2.943920288775949,-0.5,5.5,36.8,10.476640682967036,63.2,22.6662745064115,794.4,4.923413450036469,-2.75,6.2599920127744575,1,1,0,1,1,1,1,1,328.7894736842105,178.75271921299205,134.42857142857142,8.482875908173442
8,39,35.666666666666664,2.560381915956203,38.666666666666664,3.5433819375782165,157.66666666666666,2.981423969999719,14.4,5.607138307550474,32.5,3.3541019662496847,41.333333333333336,2.0548046676563256,250.16666666666666,1.7716909687891083,18.0,2.756809750418044,34.142857142857146,3.0438965360946453,50.0,2.0,337.85714285714283,1.8844151368961313,23.666666666666668,3.901566636906541,35.0,2.3804761428476167,43.666666666666664,3.986086914367133,429.5,2.4324199198877374,29.6,7.761443164772902,40.666666666666664,0.4714045207910317,76.33333333333333,4.714045207910316,515.3333333333334,1.699673171197595,32.5,6.5,41.0,4.242640687119285,130.33333333333334,11.585431464655176,604.0,2.160246899469287,31.0,10.0,47.0,4.08248290463863,177.0,7.788880963698615,690.6666666666666,4.496912521077347,24.5,3.5,43.4,13.215142829345433,60.6,20.674622124720923,786.6,11.976643937263894,7.25,12.07010770457331,0,0,0,0,0,0,0,1,358.40425531914894,172.3143662987973,136.0,8.434622525214577
8,27,44.8,1.4696938456699067,49.4,11.412274094149685,156.4,2.1540659228538015,0.75,3.344772040064913,33.0,2.160246899469287,66.0,40.307154038292836,257.0,2.160246899469287,-1.5,2.5,41.0,0.0,133.0,34.0,338.5,0.5,-2.0,0.0,34.0,4.049691346263317,48.0,14.601369798755183,434.8,4.955804677345546,1.5,3.2015621187164243,37.0,0.816496580927726,75.0,1.4142135623730951,520.6666666666666,1.247219128924647,4.0,6.0,39.5,0.5,189.5,63.5,614.0,2.0,-1.0,0.0,47.333333333333336,3.7712361663282534,188.66666666666666,10.842303978193728,699.3333333333334,7.717224601860151,9.0,6.0,41.75,5.539629951540085,104.25,50.101771425768966,790.25,5.7608593109014565,-6.666666666666667,9.428090415820632,1,1,1,1,1,1,0,1,293.54285714285714,157.16348955460234,136.28571428571428,7.165677830848258
8,48,37.9,2.1656407827707715,32.6,12.611106216347558,157.7,2.9342801502242417,8.777777777777779,10.4538964323014,35.8,1.16619037896906,30.4,3.006659275674582,247.6,1.019803902718557,5.75,1.299038105676658,40.5,3.547299442298794,39.833333333333336,1.3437096247164249,332.3333333333333,3.0368111930481,14.6,5.2,35.2,2.7129319932501077,33.0,2.0,429.6,3.4409301068170506,28.75,19.070592544543548,37.666666666666664,1.1055415967851332,61.0,2.6457513110645907,518.6666666666666,1.3743685418725535,6.6,3.2619012860600183,40.25,4.656984002549289,137.0,46.20064934608604,606.0,3.605551275463989,4.666666666666667,11.55662388223981,34.5,4.153311931459037,129.0,4.358898943540674,699.5,3.3541019662496847,3.3333333333333335,1.247219128924647,40.75,14.095655359010449,67.5,17.09532099727876,785.0,6.670832032063167,14.333333333333334,16.97710877099579,0,0,0,0,0,1,0,1,430.3076923076923,133.75588246755564,135.14285714285714,6.0810847582265035
8,28,44.833333333333336,2.608745973749755,35.166666666666664,9.923317097736131,158.33333333333334,3.7712361663282534,9.4,4.963869458396343,47.5,5.937171043518958,73.75,44.31915500096995,237.75,5.889609494694874,2.3333333333333335,4.0276819911981905,46.75,1.299038105676658,55.25,17.612140698961042,325.75,1.479019945774904,2.6666666666666665,1.699673171197595,51.0,4.242640687119285,71.2,20.595145058969603,405.2,3.709447398198281,1.75,5.931905258852336,72.33333333333333,1.699673171197595,111.66666666666667,4.9216076867444665,475.6666666666667,2.0548046676563256,-19.0,1.0,70.5,2.5,242.0,7.0,562.5,2.5,3.0,0.0,72.0,0.0,276.0,17.0,651.5,0.5,-6.0,0.0,90.0,9.0,225.5,9.5,737.5,5.5,-2.0,0.0,0,1,0,1,1,0,1,1,266.97222222222223,123.37510241155516,154.14285714285714,18.357003890524584
8,38,45.833333333333336,5.30461015427985,65.33333333333333,33.259919155377126,163.66666666666666,6.315765107165472,-0.2,1.1661903789690602,54.09090909090909,10.281974920435411,51.27272727272727,10.46284255736295,242.36363636363637,14.43652392858114,3.1,8.904493247793498,45.5,11.236102527122116,116.0,85.41955279676895,349.0,11.575836902790225,1.3333333333333333,0.4714045207910317,46.22222222222222,10.086049527031305,59.0,21.77154105707724,427.77777777777777,4.589305872902974,11.25,14.972892172189045,58.333333333333336,2.6246692913372702,164.0,65.09992319503918,520.6666666666666,8.498365855987975,-9.0,2.0,79.0,0.0,456.0,0.0,591.0,0.0,0.0,0.0,67.0,2.449489742783178,208.0,137.48454458592792,689.3333333333334,4.496912521077347,-8.0,5.0,71.0,0.0,435.0,0.0,771.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,336.80434782608694,166.94084080572523,165.0,10.583005244258363
8,45,35.5,1.118033988749895,36.875,6.9720423836921706,155.0,3.5,0.7142857142857143,7.225239209372452,41.90909090909091,6.273385999667679,52.63636363636363,24.230982148228506,239.9090909090909,4.37876166501538,-1.9,5.127377497317708,37.5,1.5,70.0,44.771642811047265,334.5,1.6583123951777,3.0,3.559026084010437,35.8,2.9597297173897488,51.0,4.919349550499537,429.1,2.9137604568666933,2.3333333333333335,3.0550504633038935,34.0,3.0,222.5,142.5,520.5,3.5,3.0,0.0,33.666666666666664,0.9428090415820634,155.33333333333334,42.42902570437156,611.3333333333334,2.494438257849294,5.5,0.5,35.333333333333336,4.714045207910317,169.66666666666666,4.0276819911981905,703.0,4.96655480858378,9.0,3.0,36.333333333333336,7.586537784494029,129.33333333333334,100.41358916445965,795.6666666666666,1.699673171197595,-0.5,3.5,1,1,0,1,0,0,0,1,340.03846153846155,158.66909949985433,135.28571428571428,5.3375833406484015
8,27,54.666666666666664,4.4969125210773475,168.66666666666666,90.29334908446407,159.33333333333334,5.792715732327588,-3.5,0.5,46.875,6.918047051010856,62.625,20.71193798271905,252.75,6.239991987174342,2.2857142857142856,3.325841921949376,65.0,0.0,381.0,0.0,324.0,0.0,0.0,0.0,55.625,6.799586384479573,87.5,16.070158679988197,416.5,6.224949798994366,1.1428571428571428,6.311634866964149,82.0,0.0,298.0,0.0,485.0,0.0,0.0,0.0,77.0,1.0,290.0,137.0,571.5,2.5,-7.0,0.0,84.0,2.0,252.5,73.5,651.0,0.0,-10.0,0.0,62.0,32.0,147.5,86.5,766.5,18.5,-4.0,0.0,1,1,0,1,0,1,1,1,324.2857142857143,178.1132178344632,162.28571428571428,13.434649080581424
8,49,52.375,3.461845606031557,40.625,3.7059917700933984,161.75,6.887488656977955,15.714285714285714,9.735271449943324,40.833333333333336,5.07991688470939,64.16666666666667,15.784134087395763,263.5,7.251436639269031,18.6,24.335981591051553,57.2,5.844655678480983,69.2,28.957900476381226,339.6,5.9531504264548865,2.5,6.18465843842649,47.333333333333336,4.0,55.666666666666664,5.734883511361751,426.22222222222223,6.77868846340873,11.625,4.8202048711647105,48.285714285714285,3.282607226593159,73.0,10.783585409580354,518.8571428571429,6.127888739864919,-5.166666666666667,3.0776975521032313,53.333333333333336,5.557777333511022,181.33333333333334,56.33431951799503,602.0,4.546060565661952,-9.0,1.0,64.66666666666667,3.7712361663282534,206.0,13.4412301024373,679.0,6.164414002968976,-10.0,5.0,62.666666666666664,8.993825042154693,131.66666666666666,53.26871084938658,771.3333333333334,4.0276819911981905,-9.0,0.0,0,1,1,0,1,1,1,1,383.0192307692308,167.40146244933916,155.71428571428572,7.6851300893215795
8,32,35.666666666666664,2.0548046676563256,64.33333333333333,42.905581092544224,154.66666666666666,1.247219128924647,-0.5,3.5,34.8,2.1354156504062622,40.2,12.952219886953742,249.2,3.370459909270543,2.75,2.165063509461097,37.2,0.7483314773547882,53.2,16.630093204789922,335.4,1.4966629547095767,2.25,3.832427429188973,39.0,2.8284271247461903,53.0,16.074825037928093,426.4,3.1368774282716245,2.5,1.5,33.666666666666664,0.4714045207910317,71.0,1.4142135623730951,520.6666666666666,1.699673171197595,-3.5,2.5,39.666666666666664,2.0548046676563256,103.0,3.7416573867739413,607.3333333333334,1.699673171197595,8.5,4.5,35.333333333333336,0.9428090415820634,175.0,9.899494936611665,704.6666666666666,2.6246692913372702,7.0,2.0,33.6,8.475848040166836,84.2,42.338634838643536,796.0,7.974960814950754,5.25,4.968651728587948,1,0,1,0,1,0,0,0,291.2,161.11831056711088,134.28571428571428,3.614031611621005
8,34,32.333333333333336,3.8586123009300755,36.666666666666664,2.4944382578492945,157.5,2.9297326385411577,4.4,3.3823069050575527,34.833333333333336,2.7335365778094545,39.333333333333336,2.8674417556808756,248.0,5.385164807134504,0.4,4.029888335921977,40.8,6.6452990903344595,47.6,2.244994432064365,333.2,5.381449618829484,5.75,2.277608394786075,41.4,5.885575587824865,47.4,2.576819745345025,428.0,7.536577472566709,6.5,2.958039891549808,49.0,4.546060565661952,84.0,1.4142135623730951,511.6666666666667,8.219218670625303,15.0,1.0,49.333333333333336,2.8674417556808756,125.66666666666667,4.0276819911981905,602.3333333333334,0.9428090415820634,24.0,1.0,49.333333333333336,1.699673171197595,185.0,6.164414002968976,696.3333333333334,1.699673171197595,24.5,4.5,43.666666666666664,8.013876853447538,88.0,3.559026084010437,789.6666666666666,1.8856180831641267,12.0,2.0,0,1,0,0,0,0,0,0,282.45238095238096,133.01471497203974,145.57142857142858,5.421047417431507
8,52,44.25,3.491060010942235,52.625,15.842486389452889,159.0,3.640054944640259,27.285714285714285,44.49627363439481,46.77777777777778,5.411464738615964,59.0,17.60050504325878,245.77777777777777,4.236816881097249,-0.375,4.688749833377763,47.714285714285715,5.091008480344418,81.57142857142857,64.61724038599948,333.85714285714283,4.389226141639205,1.5,2.5,47.333333333333336,3.299831645537222,85.83333333333333,53.775510741931186,418.0,2.7688746209726918,9.4,6.945502141674135,47.6,2.0591260281974,98.8,29.3148426569204,510.4,1.4966629547095767,1.0,4.847679857416329,50.0,4.06201920231798,145.5,12.698425099200294,593.75,3.766629793329841,0.0,4.320493798938574,51.0,2.160246899469287,200.66666666666666,7.318166133366716,685.6666666666666,1.699673171197595,-4.0,2.0,51.5,12.5,165.0,97.0,783.0,5.0,26.0,0.0,1,1,1,0,1,1,1,0,406.61538461538464,197.20354126229714,146.14285714285714,6.2204403020220695
